word,count
U.S,1
U.S.-Russian,1
Uhuru,1
Kiai,1
Unlike,1
Warner,1
VW,1
Vice,1
Vietnam,1
Voting,1
W.,1
Wangari,1
Sadr,1
Rwandan,1
bled,1
Mission,1
Month,1
Moscow,1
Movement,1
Murungi,1
Looking,1
NATO,1
Nation,1
National,1
Navy,1
Neither,1
Never,1
New,1
Njau,1
Nkrumah,1
November,1
Mississippi,1
Minnesota,1
Roosevelt,1
Minister,1
Maina,1
Make,1
Malia,1
Maliki,1
Mall,1
Mama,1
Mandela,1
March,1
Marines,1
Maybe,1
Los,1
Memorial,1
Mexico,1
Michigan,1
Milly,1
Nunn,1
Odhiombo,1
Old,1
Onyango,1
Pipeline,1
Politics,1
Powell,1
Power,1
Lexington,1
Prime,1
Program,1
Programs,1
Pull,1
Rather,1
Red,1
Reid,1
Robert,1
Rodham,1
Roger,1
Pew,1
Perm,1
Perhaps,1
Out,1
Operation,1
Osama,1
Other,1
Others,1
Like,1
Ours,1
Outstanding,1
Pentagon,1
Paris,1
Park,1
Party,1
Passions,1
Patton,1
Pearl,1
abandoning,1
abandonment,1
Kansas,1
auditors,1
avoidance,1
awakened,1
Jane,1
awful,1
babies,1
James,1
backdrop,1
backsliding,1
badly,1
bake,1
balances,1
ballots,1
banana,1
band,1
bankrupt,1
average,1
audience,1
abortion,1
audacity,1
arsenal,1
article,1
ashes,1
assessment,1
assistance,1
assured,1
asymmetrical,1
atrocity,1
attached,1
attack,1
attacked,1
attain,1
attempt,1
attempts,1
attorney,1
bankruptcy,1
barber,1
barrel,1
base,1
beyond,1
biggest,1
bilateral,1
billionaires,1
binds,1
bio-attack,1
bio-reconnaissance,1
biofuels,1
bioterrorism,1
birth,1
bit,1
blame,1
blamed,1
blanket,1
blatant,1
betrayals,1
Iraq.,1
benefit,1
begging,1
bases,1
battled,1
battlefields,1
battles,1
becomes,1
bed,1
beginning,1
beneath,1
behalf,1
beliefs,1
Islamic,1
believes,1
benchmarks,1
bend,1
arrested,1
arrayed,1
arrangement,1
Jordanians,1
addressed,1
adequately,1
adjust,1
administration,1
administrative,1
admittedly,1
advancing,1
advantage,1
advantageous,1
advertised,1
advice,1
advisers,1
advisors,1
advisory,1
advocated,1
address,1
additional,1
add,1
according,1
abroad,1
absolutely,1
abuse,1
accepted,1
accompanied,1
accomplished,1
accurately,1
adapting,1
achievement,1
acknowledge,1
Kabuga,1
action,1
actions,1
actors,1
affecting,1
agencies,1
arose,1
aggression,1
ancient,1
anew,1
anger,1
announcement,1
anonymous,1
anti-corruption,1
anywhere,1
apart,1
apartment,1
appeals,1
appreciate,1
approval,1
argue,1
argument,1
armor,1
analysis,1
amazing,1
Joe,1
air,1
aggressively,1
aging,1
Jonathan,1
agrarian,1
agriculture,1
ailing,1
airplanes,1
Joint,1
alignments,1
all-time,1
alliance,1
allocated,1
allowing,1
ally,1
distinction,1
distortions,1
distract,1
insistence,1
inspiration,1
inspiring,1
Does,1
instilling,1
Maathai,1
insulting,1
insurgencies,1
insurgency,1
integrity,1
intellectual,1
intelligent,1
intelligently,1
intensifies,1
interconnected,1
interdiction,1
inspectors,1
insist,1
indigenous,1
insidious,1
industry,1
inexcusable,1
inextricably,1
infant,1
infiltration,1
influences,1
information,1
inhabit,1
inheritance,1
initiative,1
injustice,1
injustices,1
inner,1
insecurity,1
inside,1
internationally,1
intervention,1
inventories,1
investment,1
kingdoms,1
knees,1
Department,1
knowing,1
knowledge,1
lab,1
laboratory,1
laborers,1
ladders,1
lag,1
lags,1
landed,1
landscape,1
lap,1
largely,1
killing,1
kidnapped,1
kid,1
Divided,1
investments,1
irony,1
isolationist,1
isolationists,1
janitors,1
joakalis,1
job-creating,1
keeps,1
join,1
joined,1
journalists,1
judged,1
judges,1
judicial,1
industries,1
indefinitely,1
headed,1
historical,1
hoax,1
holding,1
hole,1
Drawing,1
homecoming,1
homeland,1
homework,1
honor,1
honoring,1
honors,1
Dover,1
hoping,1
horizon,1
hospital,1
hotel,1
Dream,1
historic,1
indeed,1
hiring,1
headway,1
Durbin,1
heartbroken,1
hearts,1
height,1
Dreams,1
helping,1
helpless,1
herding,1
heroism,1
hesitate,1
hesitation,1
high-school,1
high-tech,1
high-wage,1
however,1
humanity,1
humbling,1
humility,1
import,1
importance,1
impose,1
impressive,1
improbable,1
improved,1
improvised,1
incentive,1
incident,1
include,1
included,1
includes,1
inclusive,1
income,1
increased,1
implemented,1
implement,1
imperfect,1
identity,1
hunters,1
hurricane,1
hurting,1
hybrid,1
Douglass,1
Donetsk,1
ignores,1
impacting,1
ill,1
illegal,1
illness,1
illusion,1
immigration,1
imminent,1
lately,1
later,1
laundry,1
miles,1
militia,1
mill,1
millennium,1
Chechnya,1
mine,1
mini-refrigerator,1
misjudgments,1
missing,1
mistaken,1
modern,1
modernizes,1
modest,1
mood,1
moon,1
mortal,1
Cheney,1
mighty,1
lay-people,1
midst,1
meals,1
meaningless,1
Christian,1
measurable,1
measured,1
meddling,1
media,1
Chiefs,1
mend,1
mental,1
mention,1
mentioned,1
merit,1
middle,1
middle-management,1
mortgage,1
mosque,1
mosques,1
mothers,1
nay-sayers,1
near,1
needed,1
negotiating,1
neighboring,1
nephews,1
net,1
network,1
networks,1
Bush-McCain,1
Branch,1
next-generation,1
nice,1
no-bid,1
nobody,1
navigating,1
nature,1
native,1
Certainly,1
motivated,1
motorcade,1
mounting,1
mounts,1
much-needed,1
muddle,1
muster,1
CEO,1
namely,1
names,1
narcotrafficking,1
nasty,1
Capitol,1
nation-building,1
City,1
mature,1
mattered,1
loan,1
liberalize,1
liberation,1
liberty,1
lies,1
lieutenants,1
life-long,1
lifted,1
lighten,1
likeliest,1
limb,1
limited,1
lining,1
linked,1
literature,1
littered,1
leverage,1
level,1
levees,1
least,1
Democrat,1
leader,1
leads,1
leak,1
learn,1
December,1
leaving,1
letter,1
Dean,1
legitimacy,1
length,1
lesbian,1
Darwinism,1
Crow,1
load,1
loans,1
matching,1
lobbyist,1
magical,1
magnifying,1
mainly,1
maintained,1
Cleveland,1
Clarifying,1
management,1
manner,1
map,1
marched,1
marching,1
mark,1
marriage,1
massive,1
matatu,1
magic,1
Col.,1
machines,1
loopholes,1
logistics,1
Concord,1
long-term,1
longing,1
Colin,1
looks,1
lose,1
lynchings,1
loss,1
loves,1
low-enriched,1
low-income,1
lucrative,1
luggage,1
heading,1
havens,1
district,1
evaluate,1
evidence,1
exacerbated,1
example,1
excellence,1
except,1
excuses,1
executed,1
executives,1
exerting,1
exhaustion,1
existed,1
existence,1
expands,1
expected,1
expecting,1
eve,1
ethnicity,1
enslaved,1
ethnic-based,1
ensures,1
entered,1
entrepreneurs,1
environmental,1
envisioned,1
envy,1
equivocation,1
era,1
erodes,1
escalating,1
escalation,1
essence,1
essential,1
ethanol,1
ethic,1
expenses,1
expertise,1
expire,1
exploited,1
farms,1
farthest,1
fascism,1
faster,1
fate,1
favor,1
fealty,1
fears,1
feasible,1
fed,1
federal,1
feed,1
feeds,1
feeling,1
feet,1
fantasy,1
fancy,1
Fortune,1
eyes,1
exporting,1
extended,1
extraction,1
extraordinarily,1
extremists,1
eye,1
fabric,1
fallen,1
facilitated,1
Fremont,1
fade,1
fails,1
Frederick,1
failures,1
ensured,1
enroll,1
haunts,1
dress,1
drought,1
drowns,1
durable,1
duty,1
dying,1
eager,1
earn,1
earned,1
easiest,1
echoed,1
Great,1
economist,1
Good,1
educate,1
Goldenberg,1
drilling,1
Green,1
enriched,1
dreaming,1
disturbing,1
divide,1
divisions,1
divvy,1
documents,1
domestic,1
door,1
doubts,1
downsize,1
downtown,1
drain,1
dramatically,1
drastically,1
drawdown,1
drawn,1
effect,1
efficient,1
God,1
eighteen,1
employer,1
empty,1
enclaves,1
encourage,1
encouraged,1
Ghana,1
ending,1
endless,1
ends,1
endured,1
enforce,1
engine,1
enhanced,1
enormous,1
Gettysburg,1
employees,1
employee,1
emphasize,1
eliminating,1
eighty,1
elder,1
elected,1
Githongo,1
electorate,1
eliminate,1
elimination,1
emerges,1
Gingrich,1
embark,1
embodied,1
embodies,1
embraced,1
emergencies,1
fell,1
fellow,1
felt,1
Estimate,1
getting,1
gifts,1
girls,1
Energy,1
goals,1
goats,1
Endemic,1
gon,1
Empire,1
good-paying,1
goods,1
goodwill,1
governance,1
governing,1
Eight,1
gets,1
gestures,1
fences,1
germ,1
game,1
gang-violence,1
gangly,1
gases,1
gasoline,1
gather,1
general,1
generals,1
generate,1
Every,1
generous,1
genius,1
gentlemen,1
genuine,1
geography,1
governments,1
grace,1
grade,1
gradual,1
guy,1
guys,1
hairstyling,1
half,1
half-finished,1
hall,1
halls,1
handing,1
handle,1
happening,1
happy,1
hardship,1
hardworking,1
hat,1
hatred,1
guide,1
guidance,1
guarding,1
greatness,1
graft,1
grams,1
grand,1
grandmother,1
grasping,1
grassroots,1
greenhouse,1
guardians,1
greens,1
grieve,1
gross,1
groups,1
grown,1
grows,1
gamble,1
gain,1
Everyone,1
Fallujah,1
firsthand,1
fissile,1
fit,1
flag,1
fled,1
flexibility,1
floodwaters,1
flow,1
fly,1
focused,1
focuses,1
food,1
football,1
forbearers,1
February,1
first-floor,1
Felicien,1
firms,1
fighters,1
fiction,1
field,1
fierce,1
fifteen,1
fifth,1
Five,1
fill,1
firmer,1
finance,1
finances,1
finds,1
fine,1
finest,1
fired,1
forced,1
forefathers,1
funny,1
forever,1
Executive,1
freedoms,1
frees,1
fresh,1
friendships,1
fringes,1
fuel,1
fuel-efficiency,1
fueling,1
fugitive,1
fulfilling,1
fully,1
function,1
fundamentalism,1
funnel,1
F.,1
frame,1
frail,1
formula,1
forged,1
forgets,1
forgot,1
forgotten,1
formed,1
FEMA,1
formulate,1
fractures,1
forth,1
fortune,1
foster,1
fostering,1
founders,1
fourth,1
!,1
