id,sentence,file_name,location,label,negative,positive,neutral,parts_of_speech
10,"I was a young man then, just a year out of college; I knew no one in Chicago, was without money or family connections.",doc1.txt,10,neutral,0.660940671501629,0.339059328498371,0.8081139197648767,"[[""I"", ""PRP""], [""young"", ""JJ""], [""man"", ""NN""], ["","", "",""], [""year"", ""NN""], [""college"", ""NN""], ["";"", "":""], [""I"", ""PRP""], [""knew"", ""VBD""], [""one"", ""CD""], [""Chicago"", ""NNP""], ["","", "",""], [""without"", ""IN""], [""money"", ""NN""], [""family"", ""NN""], [""connections"", ""NNS""], [""."", "".""]]"
11,"But a group of churches had offered me a job as a community organizer for $13,000 a year.",doc1.txt,11,neutral,0.40590162792064055,0.5940983720793594,0.9742962169861166,"[[""But"", ""CC""], [""group"", ""NN""], [""churches"", ""NNS""], [""offered"", ""VBD""], [""job"", ""NN""], [""community"", ""NN""], [""organizer"", ""VBP""], [""$"", ""$""], [""13,000"", ""CD""], [""year"", ""NN""], [""."", "".""]]"
12,"And I accepted the job, sight unseen, motivated then by a single, simple, powerful idea - that I might play a small part in building a better America.",doc1.txt,12,neutral,0.43202860513341457,0.5679713948665854,0.6727743662663139,"[[""And"", ""CC""], [""I"", ""PRP""], [""accepted"", ""VBD""], [""job"", ""NN""], ["","", "",""], [""sight"", ""VBD""], [""unseen"", ""JJ""], ["","", "",""], [""motivated"", ""JJ""], [""single"", ""JJ""], ["","", "",""], [""simple"", ""JJ""], ["","", "",""], [""powerful"", ""JJ""], [""idea"", ""NN""], [""-"", "":""], [""I"", ""PRP""], [""might"", ""MD""], [""play"", ""VB""], [""small"", ""JJ""], [""part"", ""NN""], [""building"", ""NN""], [""better"", ""RBR""], [""America"", ""NNP""], [""."", "".""]]"
13,My work took me to some of Chicago's poorest neighborhoods.,doc1.txt,13,neutral,0.6329405853428207,0.3670594146571793,0.5649567051115426,"[[""My"", ""PRP$""], [""work"", ""NN""], [""took"", ""VBD""], [""Chicago"", ""NNP""], [""'s"", ""POS""], [""poorest"", ""JJS""], [""neighborhoods"", ""NNS""], [""."", "".""]]"
14,I joined with pastors and lay-people to deal with communities that had been ravaged by plant closings.,doc1.txt,14,neutral,0.5553213449112331,0.4446786550887669,0.6972252330682491,"[[""I"", ""PRP""], [""joined"", ""VBD""], [""pastors"", ""NNS""], [""lay-people"", ""JJ""], [""deal"", ""NN""], [""communities"", ""NNS""], [""ravaged"", ""VBD""], [""plant"", ""NN""], [""closings"", ""NNS""], [""."", "".""]]"
15,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.",doc1.txt,15,neg,0.6852840953618731,0.3147159046381269,0.2901598814000045,"[[""I"", ""PRP""], [""saw"", ""VBD""], [""problems"", ""NNS""], [""people"", ""NNS""], [""faced"", ""VBP""], [""n't"", ""RB""], [""simply"", ""RB""], [""local"", ""JJ""], [""nature"", ""NN""], [""-"", "":""], [""decision"", ""NN""], [""close"", ""JJ""], [""steel"", ""NN""], [""mill"", ""NN""], [""made"", ""VBD""], [""distant"", ""JJ""], [""executives"", ""NNS""], ["";"", "":""], [""lack"", ""NN""], [""textbooks"", ""VBZ""], [""computers"", ""NNS""], [""schools"", ""NNS""], [""could"", ""MD""], [""traced"", ""VB""], [""skewed"", ""JJ""], [""priorities"", ""NNS""], [""politicians"", ""NNS""], [""thousand"", ""VBP""], [""miles"", ""NNS""], [""away"", ""RB""], ["";"", "":""], [""child"", ""NN""], [""turns"", ""VBZ""], [""violence"", ""NN""], ["","", "",""], [""'s"", ""POS""], [""hole"", ""JJ""], [""heart"", ""NN""], [""government"", ""NN""], [""could"", ""MD""], [""ever"", ""RB""], [""fill"", ""VB""], [""."", "".""]]"
16,"It was in these neighborhoods that I received the best education I ever had, and where I learned the true meaning of my Christian faith.",doc1.txt,16,neutral,0.15095541878028895,0.849044581219711,0.5568362034190656,"[[""It"", ""PRP""], [""neighborhoods"", ""VBZ""], [""I"", ""PRP""], [""received"", ""VBD""], [""best"", ""JJS""], [""education"", ""NN""], [""I"", ""PRP""], [""ever"", ""RB""], ["","", "",""], [""I"", ""PRP""], [""learned"", ""VBD""], [""true"", ""JJ""], [""meaning"", ""NN""], [""Christian"", ""JJ""], [""faith"", ""NN""], [""."", "".""]]"
17,"After three years of this work, I went to law school, because I wanted to understand how the law should work for those in need.",doc1.txt,17,neutral,0.7281892476743244,0.27181075232567564,0.7790288626859031,"[[""After"", ""IN""], [""three"", ""CD""], [""years"", ""NNS""], [""work"", ""VBP""], ["","", "",""], [""I"", ""PRP""], [""went"", ""VBD""], [""law"", ""NN""], [""school"", ""NN""], ["","", "",""], [""I"", ""PRP""], [""wanted"", ""VBD""], [""understand"", ""NN""], [""law"", ""NN""], [""work"", ""NN""], [""need"", ""NN""], [""."", "".""]]"
18,"I became a civil rights lawyer, and taught constitutional law, and after a time, I came to understand that our cherished rights of liberty and equality depend on the active participation of an awakened electorate.",doc1.txt,18,neutral,0.4934299870918599,0.5065700129081401,0.7973476920500664,"[[""I"", ""PRP""], [""became"", ""VBD""], [""civil"", ""JJ""], [""rights"", ""NNS""], [""lawyer"", ""NN""], ["","", "",""], [""taught"", ""VBD""], [""constitutional"", ""JJ""], [""law"", ""NN""], ["","", "",""], [""time"", ""NN""], ["","", "",""], [""I"", ""PRP""], [""came"", ""VBD""], [""understand"", ""RB""], [""cherished"", ""VBN""], [""rights"", ""NNS""], [""liberty"", ""NN""], [""equality"", ""NN""], [""depend"", ""VBP""], [""active"", ""JJ""], [""participation"", ""NN""], [""awakened"", ""VBD""], [""electorate"", ""NN""], [""."", "".""]]"
19,It was with these ideas in mind that I arrived in this capital city as a state Senator.,doc1.txt,19,neutral,0.5733062788725855,0.42669372112741455,0.6845577219234217,"[[""It"", ""PRP""], [""ideas"", ""VBZ""], [""mind"", ""NN""], [""I"", ""PRP""], [""arrived"", ""VBD""], [""capital"", ""NN""], [""city"", ""NN""], [""state"", ""NN""], [""Senator"", ""NNP""], [""."", "".""]]"
20,"It was here, in Springfield, where I saw all that is America converge - farmers and teachers, businessmen and laborers, all of them with a story to tell, all of them seeking a seat at the table, all of them clamoring to be heard.",doc1.txt,20,pos,0.4677990476011962,0.5322009523988038,0.3488888774983592,"[[""It"", ""PRP""], ["","", "",""], [""Springfield"", ""NNP""], ["","", "",""], [""I"", ""PRP""], [""saw"", ""VBD""], [""America"", ""NNP""], [""converge"", ""NN""], [""-"", "":""], [""farmers"", ""NNS""], [""teachers"", ""NNS""], ["","", "",""], [""businessmen"", ""NNS""], [""laborers"", ""NNS""], ["","", "",""], [""story"", ""NN""], [""tell"", ""NN""], ["","", "",""], [""seeking"", ""VBG""], [""seat"", ""NN""], [""table"", ""NN""], ["","", "",""], [""clamoring"", ""VBG""], [""heard"", ""NN""], [""."", "".""]]"
21,I made lasting friendships here - friends that I see in the audience today.,doc1.txt,21,neg,0.5393076415789624,0.4606923584210376,0.3376495729907985,"[[""I"", ""PRP""], [""made"", ""VBD""], [""lasting"", ""VBG""], [""friendships"", ""NNS""], [""-"", "":""], [""friends"", ""NNS""], [""I"", ""PRP""], [""see"", ""VBP""], [""audience"", ""NN""], [""today"", ""NN""], [""."", "".""]]"
22,"It was here we learned to disagree without being disagreeable - that it's possible to compromise so long as you know those principles that can never be compromised; and that so long as we're willing to listen to each other, we can assume the best in people instead of the worst.",doc1.txt,22,pos,0.4761797624302994,0.5238202375697006,0.10295140821088963,"[[""It"", ""PRP""], [""learned"", ""VBD""], [""disagree"", ""RB""], [""without"", ""IN""], [""disagreeable"", ""JJ""], [""-"", "":""], [""'s"", ""POS""], [""possible"", ""JJ""], [""compromise"", ""NN""], [""long"", ""RB""], [""know"", ""JJ""], [""principles"", ""NNS""], [""never"", ""RB""], [""compromised"", ""VBD""], ["";"", "":""], [""long"", ""JJ""], [""'re"", ""VBP""], [""willing"", ""JJ""], [""listen"", ""NN""], ["","", "",""], [""assume"", ""VB""], [""best"", ""JJS""], [""people"", ""NNS""], [""instead"", ""RB""], [""worst"", ""JJS""], [""."", "".""]]"
23,That's why we were able to reform a death penalty system that was broken.,doc1.txt,23,neutral,0.5687552296907986,0.4312447703092014,0.7437341954708087,"[[""That"", ""DT""], [""'s"", ""VBZ""], [""able"", ""JJ""], [""reform"", ""NN""], [""death"", ""NN""], [""penalty"", ""NN""], [""system"", ""NN""], [""broken"", ""VBN""], [""."", "".""]]"
24,That's why we were able to give health insurance to children in need.,doc1.txt,24,neg,0.6000693658799937,0.3999306341200063,0.1589969115278719,"[[""That"", ""DT""], [""'s"", ""VBZ""], [""able"", ""JJ""], [""give"", ""JJ""], [""health"", ""NN""], [""insurance"", ""NN""], [""children"", ""NNS""], [""need"", ""VBP""], [""."", "".""]]"
25,"That's why we made the tax system more fair and just for working families, and that's why we passed ethics reforms that the cynics said could never, ever be passed.",doc1.txt,25,neg,0.5580862107197586,0.4419137892802414,0.20116149325405572,"[[""That"", ""DT""], [""'s"", ""VBZ""], [""made"", ""VBN""], [""tax"", ""NN""], [""system"", ""NN""], [""fair"", ""JJ""], [""working"", ""VBG""], [""families"", ""NNS""], ["","", "",""], [""'s"", ""POS""], [""passed"", ""VBN""], [""ethics"", ""NNS""], [""reforms"", ""NNS""], [""cynics"", ""NNS""], [""said"", ""VBD""], [""could"", ""MD""], [""never"", ""RB""], ["","", "",""], [""ever"", ""RB""], [""passed"", ""VBN""], [""."", "".""]]"
26,"It was here, in Springfield, where North, South, East and West come together that I was reminded of the essential decency of the American people - where I came to believe that through this decency, we can build a more hopeful America.",doc1.txt,26,pos,0.3613337936909357,0.6386662063090643,0.499809520242805,"[[""It"", ""PRP""], ["","", "",""], [""Springfield"", ""NNP""], ["","", "",""], [""North"", ""NNP""], ["","", "",""], [""South"", ""NNP""], ["","", "",""], [""East"", ""NNP""], [""West"", ""NNP""], [""come"", ""VBP""], [""together"", ""RB""], [""I"", ""PRP""], [""reminded"", ""VBD""], [""essential"", ""JJ""], [""decency"", ""NN""], [""American"", ""JJ""], [""people"", ""NNS""], [""-"", "":""], [""I"", ""PRP""], [""came"", ""VBD""], [""believe"", ""RB""], [""decency"", ""NN""], ["","", "",""], [""build"", ""VB""], [""hopeful"", ""JJ""], [""America"", ""NNP""], [""."", "".""]]"
27,"And that is why, in the shadow of the Old State Capitol, where Lincoln once called on a divided house to stand together, where common hopes and common dreams still, I stand before you today to announce my candidacy for President of the United States.",doc1.txt,27,neutral,0.4283861390309106,0.5716138609690894,0.8299042684170495,"[[""And"", ""CC""], ["","", "",""], [""shadow"", ""JJ""], [""Old"", ""NNP""], [""State"", ""NNP""], [""Capitol"", ""NNP""], ["","", "",""], [""Lincoln"", ""NNP""], [""called"", ""VBD""], [""divided"", ""VBN""], [""house"", ""NN""], [""stand"", ""NN""], [""together"", ""RB""], ["","", "",""], [""common"", ""JJ""], [""hopes"", ""NNS""], [""common"", ""JJ""], [""dreams"", ""NNS""], [""still"", ""RB""], ["","", "",""], [""I"", ""PRP""], [""stand"", ""VBP""], [""today"", ""NN""], [""announce"", ""NN""], [""candidacy"", ""NN""], [""President"", ""NNP""], [""United"", ""NNP""], [""States"", ""NNPS""], [""."", "".""]]"
28,I recognize there is a certain presumptuousness - a certain audacity - to this announcement.,doc1.txt,28,pos,0.4092785511533247,0.5907214488466753,0.18565030562491805,"[[""I"", ""PRP""], [""recognize"", ""VBP""], [""certain"", ""JJ""], [""presumptuousness"", ""JJ""], [""-"", "":""], [""certain"", ""JJ""], [""audacity"", ""NN""], [""-"", "":""], [""announcement"", ""NN""], [""."", "".""]]"
29,I know I haven't spent a lot of time learning the ways of Washington.,doc1.txt,29,pos,0.4502758032954326,0.5497241967045674,0.34521528600605783,"[[""I"", ""PRP""], [""know"", ""VBP""], [""I"", ""PRP""], [""n't"", ""RB""], [""spent"", ""VBD""], [""lot"", ""JJ""], [""time"", ""NN""], [""learning"", ""VBG""], [""ways"", ""NNS""], [""Washington"", ""NNP""], [""."", "".""]]"
30,But I've been there long enough to know that the ways of Washington must change.,doc1.txt,30,neg,0.5593350074822234,0.44066499251777663,0.18533575694180585,"[[""But"", ""CC""], [""I"", ""PRP""], [""'ve"", ""VBP""], [""long"", ""RB""], [""enough"", ""RB""], [""know"", ""VBP""], [""ways"", ""NNS""], [""Washington"", ""NNP""], [""must"", ""MD""], [""change"", ""VB""], [""."", "".""]]"
31,The genius of our founders is that they designed a system of government that can be changed.,doc1.txt,31,neutral,0.5032877898790791,0.4967122101209209,0.9689930233395244,"[[""The"", ""DT""], [""genius"", ""NN""], [""founders"", ""NNS""], [""designed"", ""VBN""], [""system"", ""NN""], [""government"", ""NN""], [""changed"", ""VBD""], [""."", "".""]]"
32,"And we should take heart, because we've changed this country before.",doc1.txt,32,pos,0.4188809873627858,0.5811190126372142,0.4278715834391893,"[[""And"", ""CC""], [""take"", ""VB""], [""heart"", ""NN""], ["","", "",""], [""'ve"", ""VBP""], [""changed"", ""VBN""], [""country"", ""NN""], [""."", "".""]]"
33,"In the face of tyranny, a band of patriots brought an Empire to its knees.",doc1.txt,33,neutral,0.4092082981843885,0.5907917018156115,0.7597284135597634,"[[""In"", ""IN""], [""face"", ""NN""], [""tyranny"", ""NN""], ["","", "",""], [""band"", ""NN""], [""patriots"", ""NNS""], [""brought"", ""VBD""], [""Empire"", ""NNP""], [""knees"", ""NNS""], [""."", "".""]]"
34,"In the face of secession, we unified a nation and set the captives free.",doc1.txt,34,neutral,0.3383790511626608,0.6616209488373392,0.5925716430508127,"[[""In"", ""IN""], [""face"", ""NN""], [""secession"", ""NN""], ["","", "",""], [""unified"", ""JJ""], [""nation"", ""NN""], [""set"", ""VBN""], [""captives"", ""NNS""], [""free"", ""JJ""], [""."", "".""]]"
35,"In the face of Depression, we put people back to work and lifted millions out of poverty.",doc1.txt,35,neutral,0.4867582995188041,0.5132417004811959,0.7989526168394615,"[[""In"", ""IN""], [""face"", ""NN""], [""Depression"", ""NNP""], ["","", "",""], [""put"", ""VBD""], [""people"", ""NNS""], [""back"", ""RB""], [""work"", ""NN""], [""lifted"", ""VBD""], [""millions"", ""NNS""], [""poverty"", ""NN""], [""."", "".""]]"
36,"We welcomed immigrants to our shores, we opened railroads to the west, we landed a man on the moon, and we heard a King's call to let justice roll down like water, and righteousness like a mighty stream.",doc1.txt,36,neutral,0.3541847107851699,0.6458152892148301,0.6502222720520628,"[[""We"", ""PRP""], [""welcomed"", ""VBD""], [""immigrants"", ""NNS""], [""shores"", ""NNS""], ["","", "",""], [""opened"", ""VBD""], [""railroads"", ""NNS""], [""west"", ""JJS""], ["","", "",""], [""landed"", ""VBD""], [""man"", ""NN""], [""moon"", ""NN""], ["","", "",""], [""heard"", ""VBD""], [""King"", ""NNP""], [""'s"", ""POS""], [""call"", ""NN""], [""let"", ""NN""], [""justice"", ""NN""], [""roll"", ""NN""], [""like"", ""IN""], [""water"", ""NN""], ["","", "",""], [""righteousness"", ""NN""], [""like"", ""IN""], [""mighty"", ""NN""], [""stream"", ""NN""], [""."", "".""]]"
37,"Each and every time, a new generation has risen up and done what's needed to be done.",doc1.txt,37,pos,0.4313083408205649,0.5686916591794351,0.2255256207966872,"[[""Each"", ""DT""], [""every"", ""DT""], [""time"", ""NN""], ["","", "",""], [""new"", ""JJ""], [""generation"", ""NN""], [""risen"", ""VBZ""], [""done"", ""VBN""], [""'s"", ""POS""], [""needed"", ""VBN""], [""done"", ""VBN""], [""."", "".""]]"
38,Today we are called once more - and it is time for our generation to answer that call.,doc1.txt,38,neutral,0.41159724319920177,0.5884027568007982,0.5210805250315219,"[[""Today"", ""NN""], [""called"", ""VBN""], [""-"", "":""], [""time"", ""NN""], [""generation"", ""NN""], [""answer"", ""IN""], [""call"", ""NN""], [""."", "".""]]"
39,"For that is our unyielding faith - that in the face of impossible odds, people who love their country can change it.",doc1.txt,39,neutral,0.20899453512804425,0.7910054648719558,0.6476921620007338,"[[""For"", ""IN""], [""unyielding"", ""VBG""], [""faith"", ""JJ""], [""-"", "":""], [""face"", ""NN""], [""impossible"", ""JJ""], [""odds"", ""NNS""], ["","", "",""], [""people"", ""NNS""], [""love"", ""VBP""], [""country"", ""NN""], [""change"", ""NN""], [""."", "".""]]"
40,That's what Abraham Lincoln understood.,doc1.txt,40,pos,0.3236553609227305,0.6763446390772695,0.4088143090216501,"[[""That"", ""DT""], [""'s"", ""VBZ""], [""Abraham"", ""NNP""], [""Lincoln"", ""NNP""], [""understood"", ""NN""], [""."", "".""]]"
41,He had his doubts.,doc1.txt,41,neutral,0.5689229880853454,0.43107701191465453,0.948021537237634,"[[""He"", ""PRP""], [""doubts"", ""VBZ""], [""."", "".""]]"
42,He had his defeats.,doc1.txt,42,neutral,0.633610747874962,0.3663892521250381,0.948021537237634,"[[""He"", ""PRP""], [""defeats"", ""VBZ""], [""."", "".""]]"
43,He had his setbacks.,doc1.txt,43,neutral,0.6148714244453504,0.3851285755546496,0.948021537237634,"[[""He"", ""PRP""], [""setbacks"", ""VBZ""], [""."", "".""]]"
44,"But through his will and his words, he moved a nation and helped free a people.",doc1.txt,44,neutral,0.235785609718147,0.7642143902818531,0.7060109624322995,"[[""But"", ""CC""], [""words"", ""NNS""], ["","", "",""], [""moved"", ""VBD""], [""nation"", ""NN""], [""helped"", ""VBD""], [""free"", ""JJ""], [""people"", ""NNS""], [""."", "".""]]"
45,"It is because of the millions who rallied to his cause that we are no longer divided, North and South, slave and free.",doc1.txt,45,neutral,0.4320456610457393,0.5679543389542607,0.7222650732663466,"[[""It"", ""PRP""], [""millions"", ""NNS""], [""rallied"", ""VBD""], [""cause"", ""NN""], [""longer"", ""RBR""], [""divided"", ""VBN""], ["","", "",""], [""North"", ""NNP""], [""South"", ""NNP""], ["","", "",""], [""slave"", ""VBP""], [""free"", ""JJ""], [""."", "".""]]"
46,"It is because men and women of every race, from every walk of life, continued to march for freedom long after Lincoln was laid to rest, that today we have the chance to face the challenges of this millennium together, as one people - as Americans.",doc1.txt,46,neutral,0.261916306494167,0.738083693505833,0.8304088652295119,"[[""It"", ""PRP""], [""men"", ""NNS""], [""women"", ""NNS""], [""every"", ""DT""], [""race"", ""NN""], ["","", "",""], [""every"", ""DT""], [""walk"", ""NN""], [""life"", ""NN""], ["","", "",""], [""continued"", ""VBD""], [""march"", ""NN""], [""freedom"", ""NN""], [""long"", ""RB""], [""Lincoln"", ""NNP""], [""laid"", ""NN""], [""rest"", ""NN""], ["","", "",""], [""today"", ""NN""], [""chance"", ""NN""], [""face"", ""NN""], [""challenges"", ""VBZ""], [""millennium"", ""NN""], [""together"", ""RB""], ["","", "",""], [""one"", ""CD""], [""people"", ""NNS""], [""-"", "":""], [""Americans"", ""NNPS""], [""."", "".""]]"
47,"All of us know what those challenges are today - a war with no end, a dependence on oil that threatens our future, schools where too many children aren't learning, and families struggling paycheck to paycheck despite working as hard as they can.",doc1.txt,47,neutral,0.5015159128221085,0.4984840871778915,0.6245524846848609,"[[""All"", ""DT""], [""us"", ""PRP""], [""know"", ""VBP""], [""challenges"", ""NNS""], [""today"", ""NN""], [""-"", "":""], [""war"", ""NN""], [""end"", ""NN""], ["","", "",""], [""dependence"", ""NN""], [""oil"", ""NN""], [""threatens"", ""VBZ""], [""future"", ""NN""], ["","", "",""], [""schools"", ""NNS""], [""many"", ""JJ""], [""children"", ""NNS""], [""n't"", ""RB""], [""learning"", ""VBG""], ["","", "",""], [""families"", ""NNS""], [""struggling"", ""VBG""], [""paycheck"", ""NN""], [""paycheck"", ""NN""], [""despite"", ""IN""], [""working"", ""VBG""], [""hard"", ""RB""], [""."", "".""]]"
48,We know the challenges.,doc1.txt,48,pos,0.34764512239303424,0.6523548776069658,0.4562609008191013,"[[""We"", ""PRP""], [""know"", ""VBP""], [""challenges"", ""NNS""], [""."", "".""]]"
49,We've heard them.,doc1.txt,49,pos,0.4623466318543912,0.5376533681456088,0.4051187493633206,"[[""We"", ""PRP""], [""'ve"", ""VBP""], [""heard"", ""VBN""], [""."", "".""]]"
50,We've talked about them for years.,doc1.txt,50,pos,0.4894252599797068,0.5105747400202932,0.3956542402455796,"[[""We"", ""PRP""], [""'ve"", ""VBP""], [""talked"", ""VBN""], [""years"", ""NNS""], [""."", "".""]]"
51,What's stopped us from meeting these challenges is not the absence of sound policies and sensible plans.,doc1.txt,51,neg,0.5446680658105034,0.4553319341894965,0.4893320827416282,"[[""What"", ""WP""], [""'s"", ""VBZ""], [""stopped"", ""VBD""], [""us"", ""PRP""], [""meeting"", ""VBG""], [""challenges"", ""NNS""], [""absence"", ""NN""], [""sound"", ""NN""], [""policies"", ""NNS""], [""sensible"", ""JJ""], [""plans"", ""NNS""], [""."", "".""]]"
52,"What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.",doc1.txt,52,pos,0.3320260073864589,0.6679739926135411,0.29893004641693377,"[[""What"", ""WP""], [""'s"", ""VBZ""], [""stopped"", ""VBD""], [""us"", ""PRP""], [""failure"", ""JJ""], [""leadership"", ""NN""], ["","", "",""], [""smallness"", ""NN""], [""politics"", ""NNS""], [""-"", "":""], [""ease"", ""NN""], [""'re"", ""VBP""], [""distracted"", ""VBN""], [""petty"", ""JJ""], [""trivial"", ""JJ""], ["","", "",""], [""chronic"", ""JJ""], [""avoidance"", ""NN""], [""tough"", ""JJ""], [""decisions"", ""NNS""], ["","", "",""], [""preference"", ""NN""], [""scoring"", ""VBG""], [""cheap"", ""JJ""], [""political"", ""JJ""], [""points"", ""NNS""], [""instead"", ""RB""], [""rolling"", ""VBG""], [""sleeves"", ""NNS""], [""building"", ""VBG""], [""working"", ""VBG""], [""consensus"", ""NN""], [""tackle"", ""NN""], [""big"", ""JJ""], [""problems"", ""NNS""], [""."", "".""]]"
53,"For the last six years we've been told that our mounting debts don't matter, we've been told that the anxiety Americans feel about rising health care costs and stagnant wages are an illusion, we've been told that climate change is a hoax, and that tough talk and an ill-conceived war can replace diplomacy, and strategy, and foresight.",doc1.txt,53,neg,0.509591848070395,0.490408151929605,0.24024015749799366,"[[""For"", ""IN""], [""last"", ""JJ""], [""six"", ""CD""], [""years"", ""NNS""], [""'ve"", ""VBP""], [""told"", ""VBN""], [""mounting"", ""NN""], [""debts"", ""NNS""], [""n't"", ""RB""], [""matter"", ""RB""], ["","", "",""], [""'ve"", ""VBP""], [""told"", ""VBN""], [""anxiety"", ""NN""], [""Americans"", ""NNPS""], [""feel"", ""VBP""], [""rising"", ""VBG""], [""health"", ""NN""], [""care"", ""NN""], [""costs"", ""NNS""], [""stagnant"", ""JJ""], [""wages"", ""NNS""], [""illusion"", ""NN""], ["","", "",""], [""'ve"", ""VBP""], [""told"", ""VBN""], [""climate"", ""NN""], [""change"", ""NN""], [""hoax"", ""NN""], ["","", "",""], [""tough"", ""JJ""], [""talk"", ""NN""], [""ill-conceived"", ""JJ""], [""war"", ""NN""], [""replace"", ""VB""], [""diplomacy"", ""NN""], ["","", "",""], [""strategy"", ""NN""], ["","", "",""], [""foresight"", ""NN""], [""."", "".""]]"
54,"And when all else fails, when Katrina happens, or the death toll in Iraq mounts, we've been told that our crises are somebody else's fault.",doc1.txt,54,neutral,0.7788753289524984,0.2211246710475016,0.5392858962967134,"[[""And"", ""CC""], [""else"", ""RB""], [""fails"", ""NNS""], ["","", "",""], [""Katrina"", ""NNP""], [""happens"", ""VBZ""], ["","", "",""], [""death"", ""NN""], [""toll"", ""NN""], [""Iraq"", ""NNP""], [""mounts"", ""NNS""], ["","", "",""], [""'ve"", ""VBP""], [""told"", ""VBN""], [""crises"", ""NNS""], [""somebody"", ""NN""], [""else"", ""RB""], [""'s"", ""POS""], [""fault"", ""NN""], [""."", "".""]]"
