id,sentence,file_name,location
130,"I want us to take up the unfinished business of perfecting our union, and building a better America.",doc1.txt,130
131,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.",doc1.txt,131
132,"Together, starting today, let us finish the work that needs to be done, and usher in a new birth of freedom on this Earth.",doc1.txt,132
133,"To Chairman Dean and my great friend Dick Durbin; and to all my fellow citizens of this great nation;
With profound gratitude and great humility, I accept your nomination for the presidency of the United States.",doc2.txt,0
134,"Let me express my thanks to the historic slate of candidates who accompanied me on this journey, and especially the one who traveled the farthest - a champion for working Americans and an inspiration to my daughters and to yours -- Hillary Rodham Clinton.",doc2.txt,1
135,"To President Clinton, who last night made the case for change as only he can make it; to Ted Kennedy, who embodies the spirit of service; and to the next Vice President of the United States, Joe Biden, I thank you.",doc2.txt,2
136,"I am grateful to finish this journey with one of the finest statesmen of our time, a man at ease with everyone from world leaders to the conductors on the Amtrak train he still takes home every night.",doc2.txt,3
137,"To the love of my life, our next First Lady, Michelle Obama, and to Sasha and Malia - I love you so much, and I'm so proud of all of you.",doc2.txt,4
138,"Four years ago, I stood before you and told you my story - of the brief union between a young man from Kenya and a young woman from Kansas who weren't well-off or well-known, but shared a belief that in America, their son could achieve whatever he put his mind to.",doc2.txt,5
139,"It is that promise that has always set this country apart - that through hard work and sacrifice, each of us can pursue our individual dreams but still come together as one American family, to ensure that the next generation can pursue their dreams as well.",doc2.txt,6
140,That's why I stand here tonight.,doc2.txt,7
141,"Because for two hundred and thirty two years, at each moment when that promise was in jeopardy, ordinary men and women - students and soldiers, farmers and teachers, nurses and janitors -- found the courage to keep it alive.",doc2.txt,8
142,"We meet at one of those defining moments - a moment when our nation is at war, our economy is in turmoil, and the American promise has been threatened once more.",doc2.txt,9
143,"Tonight, more Americans are out of work and more are working harder for less.",doc2.txt,10
144,More of you have lost your homes and even more are watching your home values plummet.,doc2.txt,11
145,"More of you have cars you can't afford to drive, credit card bills you can't afford to pay, and tuition that's beyond your reach.",doc2.txt,12
146,These challenges are not all of government's making.,doc2.txt,13
147,But the failure to respond is a direct result of a broken politics in Washington and the failed policies of George W. Bush.,doc2.txt,14
148,"America, we are better than these last eight years.",doc2.txt,15
149,We are a better country than this.,doc2.txt,16
150,"This country is more decent than one where a woman in Ohio, on the brink of retirement, finds herself one illness away from disaster after a lifetime of hard work.",doc2.txt,17
151,"This country is more generous than one where a man in Indiana has to pack up the equipment he's worked on for twenty years and watch it shipped off to China, and then chokes up as he explains how he felt like a failure when he went home to tell his family the news.",doc2.txt,18
152,We are more compassionate than a government that lets veterans sleep on our streets and families slide into poverty; that sits on its hands while a major American city drowns before our eyes.,doc2.txt,19
153,"Tonight, I say to the American people, to Democrats and Republicans and Independents across this great land - enough!",doc2.txt,20
154,"This moment - this election - is our chance to keep, in the 21st century, the American promise alive.",doc2.txt,21
155,"Because next week, in Minnesota, the same party that brought you two terms of George Bush and Dick Cheney will ask this country for a third.",doc2.txt,22
156,And we are here because we love this country too much to let the next four years look like the last eight.,doc2.txt,23
157,"On November 4th, we must stand up and say: ""Eight is enough.""",doc2.txt,24
158,Now let there be no doubt.,doc2.txt,25
159,"The Republican nominee, John McCain, has worn the uniform of our country with bravery and distinction, and for that we owe him our gratitude and respect.",doc2.txt,26
160,"And next week, we'll also hear about those occasions when he's broken with his party as evidence that he can deliver the change that we need.",doc2.txt,27
161,But the record's clear: John McCain has voted with George Bush ninety percent of the time.,doc2.txt,28
162,"Senator McCain likes to talk about judgment, but really, what does it say about your judgment when you think George Bush has been right more than ninety percent of the time?",doc2.txt,29
163,"I don't know about you, but I'm not ready to take a ten percent chance on change.",doc2.txt,30
164,"The truth is, on issue after issue that would make a difference in your lives - on health care and education and the economy - Senator McCain has been anything but independent.",doc2.txt,31
165,"He said that our economy has made ""great progress"" under this President.",doc2.txt,32
166,He said that the fundamentals of the economy are strong.,doc2.txt,33
167,"And when one of his chief advisors - the man who wrote his economic plan - was talking about the anxiety Americans are feeling, he said that we were just suffering from a ""mental recession,"" and that we've become, and I quote, ""a nation of whiners.""",doc2.txt,34
168,A nation of whiners?,doc2.txt,35
169,"Tell that to the proud auto workers at a Michigan plant who, after they found out it was closing, kept showing up every day and working as hard as ever, because they knew there were people who counted on the brakes that they made.",doc2.txt,36
170,Tell that to the military families who shoulder their burdens silently as they watch their loved ones leave for their third or fourth or fifth tour of duty.,doc2.txt,37
171,These are not whiners.,doc2.txt,38
172,They work hard and give back and keep going without complaint.,doc2.txt,39
173,These are the Americans that I know.,doc2.txt,40
174,"Now, I don't believe that Senator McCain doesn't care what's going on in the lives of Americans.",doc2.txt,41
175,I just think he doesn't know.,doc2.txt,42
176,Why else would he define middle-class as someone making under five million dollars a year?,doc2.txt,43
177,How else could he propose hundreds of billions in tax breaks for big corporations and oil companies but not one penny of tax relief to more than one hundred million Americans?,doc2.txt,44
178,"How else could he offer a health care plan that would actually tax people's benefits, or an education plan that would do nothing to help families pay for college, or a plan that would privatize Social Security and gamble your retirement?",doc2.txt,45
179,It's not because John McCain doesn't care.,doc2.txt,46
180,It's because John McCain doesn't get it.,doc2.txt,47
181,"For over two decades, he's subscribed to that old, discredited Republican philosophy - give more and more to those with the most and hope that prosperity trickles down to everyone else.",doc2.txt,48
182,"In Washington, they call this the Ownership Society, but what it really means is - you're on your own.",doc2.txt,49
183,Out of work?,doc2.txt,50
184,Tough luck.,doc2.txt,51
185,No health care?,doc2.txt,52
186,The market will fix it.,doc2.txt,53
187,Born into poverty?,doc2.txt,54
188,Pull yourself up by your own bootstraps - even if you don't have boots.,doc2.txt,55
189,You're on your own.,doc2.txt,56
190,Well it's time for them to own their failure.,doc2.txt,57
191,It's time for us to change America.,doc2.txt,58
192,"You see, we Democrats have a very different measure of what constitutes progress in this country.",doc2.txt,59
193,We measure progress by how many people can find a job that pays the mortgage; whether you can put a little extra money away at the end of each month so you can someday watch your child receive her college diploma.,doc2.txt,60
194,"We measure progress in the 23 million new jobs that were created when Bill Clinton was President - when the average American family saw its income go up $7,500 instead of down $2,000 like it has under George Bush.",doc2.txt,61
195,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work.",doc2.txt,62
196,The fundamentals we use to measure economic strength are whether we are living up to that fundamental promise that has made this country great - a promise that is the only reason I am standing here tonight.,doc2.txt,63
197,"Because in the faces of those young veterans who come back from Iraq and Afghanistan, I see my grandfather, who signed up after Pearl Harbor, marched in Patton's Army, and was rewarded by a grateful nation with the chance to go to college on the GI Bill.",doc2.txt,64
198,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships.",doc2.txt,65
199,"When I listen to another worker tell me that his factory has shut down, I remember all those men and women on the South Side of Chicago who I stood by and fought for two decades ago after the local steel plant closed.",doc2.txt,66
200,"And when I hear a woman talk about the difficulties of starting her own business, I think about my grandmother, who worked her way up from the secretarial pool to middle-management, despite years of being passed over for promotions because she was a woman.",doc2.txt,67
201,She's the one who taught me about hard work.,doc2.txt,68
202,She's the one who put off buying a new car or a new dress for herself so that I could have a better life.,doc2.txt,69
203,She poured everything she had into me.,doc2.txt,70
204,"And although she can no longer travel, I know that she's watching tonight, and that tonight is her night as well.",doc2.txt,71
205,"I don't know what kind of lives John McCain thinks that celebrities lead, but this has been mine.",doc2.txt,72
206,These are my heroes.,doc2.txt,73
207,Theirs are the stories that shaped me.,doc2.txt,74
208,And it is on their behalf that I intend to win this election and keep our promise alive as President of the United States.,doc2.txt,75
209,What is that promise?,doc2.txt,76
210,"It's a promise that says each of us has the freedom to make of our own lives what we will, but that we also have the obligation to treat each other with dignity and respect.",doc2.txt,77
211,"It's a promise that says the market should reward drive and innovation and generate growth, but that businesses should live up to their responsibilities to create American jobs, look out for American workers, and play by the rules of the road.",doc2.txt,78
212,"Ours is a promise that says government cannot solve all our problems, but what it should do is that which we cannot do for ourselves - protect us from harm and provide every child a decent education; keep our water clean and our toys safe; invest in new schools and new roads and new science and technology.",doc2.txt,79
213,"Our government should work for us, not against us.",doc2.txt,80
214,"It should help us, not hurt us.",doc2.txt,81
215,"It should ensure opportunity not just for those with the most money and influence, but for every American who's willing to work.",doc2.txt,82
216,"That's the promise of America - the idea that we are responsible for ourselves, but that we also rise or fall as one nation; the fundamental belief that I am my brother's keeper; I am my sister's keeper.",doc2.txt,83
217,That's the promise we need to keep.,doc2.txt,84
218,That's the change we need right now.,doc2.txt,85
219,So let me spell out exactly what that change would mean if I am President.,doc2.txt,86
220,"Change means a tax code that doesn't reward the lobbyists who wrote it, but the American workers and small businesses who deserve it.",doc2.txt,87
221,"Unlike John McCain, I will stop giving tax breaks to corporations that ship jobs overseas, and I will start giving them to companies that create good jobs right here in America.",doc2.txt,88
222,"I will eliminate capital gains taxes for the small businesses and the start-ups that will create the high-wage, high-tech jobs of tomorrow.",doc2.txt,89
223,I will cut taxes - cut taxes - for 95% of all working families.,doc2.txt,90
224,"Because in an economy like this, the last thing we should do is raise taxes on the middle-class.",doc2.txt,91
225,"And for the sake of our economy, our security, and the future of our planet, I will set a clear goal as President: in ten years, we will finally end our dependence on oil from the Middle East.",doc2.txt,92
226,"Washington's been talking about our oil addiction for the last thirty years, and John McCain has been there for twenty-six of them.",doc2.txt,93
227,"In that time, he's said no to higher fuel-efficiency standards for cars, no to investments in renewable energy, no to renewable fuels.",doc2.txt,94
228,"And today, we import triple the amount of oil as the day that Senator McCain took office.",doc2.txt,95
229,"Now is the time to end this addiction, and to understand that drilling is a stop-gap measure, not a long-term solution.",doc2.txt,96
230,Not even close.,doc2.txt,97
231,"As President, I will tap our natural gas reserves, invest in clean coal technology, and find ways to safely harness nuclear power.",doc2.txt,98
232,"I'll help our auto companies re-tool, so that the fuel-efficient cars of the future are built right here in America.",doc2.txt,99
233,I'll make it easier for the American people to afford these new cars.,doc2.txt,100
234,"And I'll invest 150 billion dollars over the next decade in affordable, renewable sources of energy - wind power and solar power and the next generation of biofuels; an investment that will lead to new industries and five million new jobs that pay well and can't ever be outsourced.",doc2.txt,101
235,"America, now is not the time for small plans.",doc2.txt,102
236,"Now is the time to finally meet our moral obligation to provide every child a world-class education, because it will take nothing less to compete in the global economy.",doc2.txt,103
237,Michelle and I are only here tonight because we were given a chance at an education.,doc2.txt,104
238,And I will not settle for an America where some kids don't have that chance.,doc2.txt,105
239,I'll invest in early childhood education.,doc2.txt,106
240,"I'll recruit an army of new teachers, and pay them higher salaries and give them more support.",doc2.txt,107
241,"And in exchange, I'll ask for higher standards and more accountability.",doc2.txt,108
242,"And we will keep our promise to every young American - if you commit to serving your community or your country, we will make sure you can afford a college education.",doc2.txt,109
243,"Now is the time to finally keep the promise of affordable, accessible health care for every single American.",doc2.txt,110
244,"If you have health care, my plan will lower your premiums.",doc2.txt,111
245,"If you don't, you'll be able to get the same kind of coverage that members of Congress give themselves.",doc2.txt,112
246,"And as someone who watched my mother argue with insurance companies while she lay in bed dying of cancer, I will make certain those companies stop discriminating against those who are sick and need care the most.",doc2.txt,113
247,"Now is the time to help families with paid sick days and better family leave, because nobody in America should have to choose between keeping their jobs and caring for a sick child or ailing parent.",doc2.txt,114
248,"Now is the time to change our bankruptcy laws, so that your pensions are protected ahead of CEO bonuses; and the time to protect Social Security for future generations.",doc2.txt,115
249,"And now is the time to keep the promise of equal pay for an equal day's work, because I want my daughters to have exactly the same opportunities as your sons.",doc2.txt,116
250,"Now, many of these plans will cost money, which is why I've laid out how I'll pay for every dime - by closing corporate loopholes and tax havens that don't help America grow.",doc2.txt,117
251,"But I will also go through the federal budget, line by line, eliminating programs that no longer work and making the ones we do need work better and cost less - because we cannot meet twenty-first century challenges with a twentieth century bureaucracy.",doc2.txt,118
252,"And Democrats, we must also admit that fulfilling America's promise will require more than just money.",doc2.txt,119
253,"It will require a renewed sense of responsibility from each of us to recover what John F. Kennedy called our ""intellectual and moral strength.""",doc2.txt,120
254,"Yes, government must lead on energy independence, but each of us must do our part to make our homes and businesses more efficient.",doc2.txt,121
255,"Yes, we must provide more ladders to success for young men who fall into lives of crime and despair.",doc2.txt,122
256,But we must also admit that programs alone can't replace parents; that government can't turn off the television and make a child do her homework; that fathers must take more responsibility for providing the love and guidance their children need.,doc2.txt,123
257,Individual responsibility and mutual responsibility - that's the essence of America's promise.,doc2.txt,124
258,"And just as we keep our keep our promise to the next generation here at home, so must we keep America's promise abroad.",doc2.txt,125
259,"If John McCain wants to have a debate about who has the temperament, and judgment, to serve as the next Commander-in-Chief, that's a debate I'm ready to have.",doc2.txt,126
260,"For while Senator McCain was turning his sights to Iraq just days after 9/11, I stood up and opposed this war, knowing that it would distract us from the real threats we face.",doc2.txt,127
261,"When John McCain said we could just ""muddle through"" in Afghanistan, I argued for more resources and more troops to finish the fight against the terrorists who actually attacked us on 9/11, and made clear that we must take out Osama bin Laden and his lieutenants if we have them in our sights.",doc2.txt,128
262,John McCain likes to say that he'll follow bin Laden to the Gates of Hell - but he won't even go to the cave where he lives.,doc2.txt,129
263,"And today, as my call for a time frame to remove our troops from Iraq has been echoed by the Iraqi government and even the Bush Administration, even after we learned that Iraq has a $79 billion surplus while we're wallowing in deficits, John McCain stands alone in his stubborn refusal to end a misguided war.",doc2.txt,130
264,That's not the judgment we need.,doc2.txt,131
265,That won't keep America safe.,doc2.txt,132
266,"We need a President who can face the threats of the future, not keep grasping at the ideas of the past.",doc2.txt,133
267,You don't defeat a terrorist network that operates in eighty countries by occupying Iraq.,doc2.txt,134
268,You don't protect Israel and deter Iran just by talking tough in Washington.,doc2.txt,135
269,You can't truly stand up for Georgia when you've strained our oldest alliances.,doc2.txt,136
270,"If John McCain wants to follow George Bush with more tough talk and bad strategy, that is his choice - but it is not the change we need.",doc2.txt,137
271,We are the party of Roosevelt.,doc2.txt,138
272,We are the party of Kennedy.,doc2.txt,139
273,So don't tell me that Democrats won't defend this country.,doc2.txt,140
274,Don't tell me that Democrats won't keep us safe.,doc2.txt,141
275,"The Bush-McCain foreign policy has squandered the legacy that generations of Americans -- Democrats and Republicans - have built, and we are here to restore that legacy.",doc2.txt,142
276,"As Commander-in-Chief, I will never hesitate to defend this nation, but I will only send our troops into harm's way with a clear mission and a sacred commitment to give them the equipment they need in battle and the care and benefits they deserve when they come home.",doc2.txt,143
277,"I will end this war in Iraq responsibly, and finish the fight against al Qaeda and the Taliban in Afghanistan.",doc2.txt,144
278,I will rebuild our military to meet future conflicts.,doc2.txt,145
279,"But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression.",doc2.txt,146
280,I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease.,doc2.txt,147
281,"And I will restore our moral standing, so that America is once again that last, best hope for all who are called to the cause of freedom, who long for lives of peace, and who yearn for a better future.",doc2.txt,148
282,These are the policies I will pursue.,doc2.txt,149
283,"And in the weeks ahead, I look forward to debating them with John McCain.",doc2.txt,150
284,But what I will not do is suggest that the Senator takes his positions for political purposes.,doc2.txt,151
285,Because one of the things that we have to change in our politics is the idea that people cannot disagree without challenging each other's character and patriotism.,doc2.txt,152
286,"The times are too serious, the stakes are too high for this same partisan playbook.",doc2.txt,153
287,So let us agree that patriotism has no party.,doc2.txt,154
288,"I love this country, and so do you, and so does John McCain.",doc2.txt,155
289,"The men and women who serve in our battlefields may be Democrats and Republicans and Independents, but they have fought together and bled together and some died together under the same proud flag.",doc2.txt,156
290,They have not served a Red America or a Blue America - they have served the United States of America.,doc2.txt,157
291,"So I've got news for you, John McCain.",doc2.txt,158
292,We all put our country first.,doc2.txt,159
293,"America, our work will not be easy.",doc2.txt,160
294,"The challenges we face require tough choices, and Democrats as well as Republicans will need to cast off the worn-out ideas and politics of the past.",doc2.txt,161
295,For part of what has been lost these past eight years can't just be measured by lost wages or bigger trade deficits.,doc2.txt,162
296,What has also been lost is our sense of common purpose - our sense of higher purpose.,doc2.txt,163
297,And that's what we have to restore.,doc2.txt,164
298,"We may not agree on abortion, but surely we can agree on reducing the number of unwanted pregnancies in this country.",doc2.txt,165
299,"The reality of gun ownership may be different for hunters in rural Ohio than for those plagued by gang-violence in Cleveland, but don't tell me we can't uphold the Second Amendment while keeping AK-47s out of the hands of criminals.",doc2.txt,166
